Companies House,2,4,10,10+,,ONS,,,,,total,,,,,,
W06000008,386,258,589,551,,W06000008,285,230,715,2620,3850,,3.5854607295085,2.58658730467175,2.41161970596323,2.7701152947871,2.74115159885178
W06000009,764,499,1039,1148,,W06000009,460,370,1105,3190,5125,,3.70969386972779,2.88309335857569,2.69810054562339,3.01661554755718,3.05994188806195
W06000010,1126,678,1311,1317,,W06000010,615,510,1440,4385,6950,,3.84198480459011,3.05153839051533,2.83122969386706,3.11760269169008,3.11958577496178
W06000011,2086,1081,2076,2103,,W06000011,775,585,1440,2525,5325,,3.72631961211077,3.31931430409051,3.03382569395331,3.31722734917642,3.32283927268632
W06000012,745,446,778,703,,W06000012,345,300,635,1245,2525,,3.40226138245468,2.87215627274829,2.64933485871214,2.89097959698969,2.84695532501982
W06000013,1118,724,1195,1038,,W06000013,460,345,835,1455,3095,,3.49066065335614,3.0484418035504,2.85973856619715,3.07736790528416,3.01619735351244
W06000014,1148,606,1124,1059,,W06000014,525,375,975,1570,3445,,3.53718922624364,3.05994188806195,2.78247262416629,3.05076631123304,3.02489596010748
W06000015,5034,3099,5530,4202,,W06000015,1525,1025,2425,3680,8655,,3.93726707221141,3.70191321121234,3.49122157623928,3.7427251313047,3.62345604806993
W06000016,2069,1501,2121,1065,,W06000016,665,490,1220,1875,4250,,3.62838893005031,3.31576049066573,3.17638069224327,3.32654066851656,3.02734960777476
W06000018,915,472,880,826,,W06000018,495,370,895,1480,3240,,3.51054501020661,2.96142109406645,2.67394199863409,2.94448267215017,2.91698004732038
W06000019,299,138,243,198,,W06000019,155,105,250,475,985,,2.99343623049761,2.47567118832443,2.13987908640124,2.38560627359831,2.29666519026153
W06000020,496,276,457,488,,W06000020,245,185,445,855,1730,,3.23804610312879,2.6954816764902,2.44090908206522,2.65991620006985,2.68841982200271
W06000021,865,525,1055,956,,W06000021,470,380,950,2070,3870,,3.58771096501891,2.93701610746481,2.72015930340596,3.02325245963371,2.9804578922761
W06000022,1384,758,1205,1193,,W06000022,515,390,835,1370,3110,,3.49276038902684,3.14113609012074,2.87966920563205,3.08098704691089,3.07664044367034
W06000023,882,550,1241,1387,,W06000023,600,485,1435,5835,8355,,3.92194645422941,2.94546858513182,2.74036268949424,3.09377178149873,3.14207646107328
W06000024,298,168,267,194,,W06000024,170,100,280,425,975,,2.98900461569854,2.47421626407626,2.22530928172586,2.42651126136457,2.28780172993023
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,12,11,66,72,,,,,,,,,,,,,
