la,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
E07000198,35,4,1,,,,,2,1,18,2,1,7,1,,14,,6,,10,,5,8,,26,8,5,19,6,4,10,32,45,1,7,1,1,6,2,,74,21,200,,69,68,130,,82,,,11,6,,22,71,,8,15,3,9,81,12,21,1,9,,93,32,124,49,8,8,103,7,,9,9,9,10,18,95,,2,49,39,7,20,,9,1,,40,3,4,82,2,17,
E07000237,5,3,,,,,,,,3,3,,1,3,,3,1,10,,2,,5,2,4,17,4,1,17,2,,3,20,20,,5,3,,3,4,,52,13,113,,44,57,136,,65,2,2,10,6,,11,79,,22,18,1,14,151,18,27,6,10,,89,38,113,58,3,19,110,4,,7,24,7,7,25,132,,5,58,90,10,23,,29,2,2,38,12,4,85,,42,
E08000028,6,1,,,,,1,,1,32,6,,17,16,2,15,4,24,3,12,3,35,9,32,171,6,12,35,26,11,25,104,100,,6,3,1,36,4,,197,46,388,,210,277,494,,485,3,7,66,93,,19,245,,13,42,6,24,266,30,66,5,18,,199,89,162,75,8,23,216,4,,30,58,19,32,46,361,,6,150,457,47,123,,46,2,1,60,34,13,262,5,28,
E07000167,71,7,1,,,3,,1,3,18,4,,2,2,1,6,2,4,,,1,7,2,2,13,3,2,7,4,3,4,13,13,,6,3,,2,,,56,11,75,,25,41,83,,22,2,1,5,3,,40,43,,6,16,,2,56,5,21,1,9,,73,18,90,26,4,6,42,5,,7,3,4,2,12,37,,,27,36,7,9,,11,1,1,35,9,,28,,14,
E07000211,6,4,,,,3,1,,3,13,3,,1,7,3,3,4,7,,5,3,2,2,,12,7,13,5,4,2,4,30,24,,8,4,4,13,3,,176,25,299,,71,87,215,,40,3,10,10,7,,24,96,,41,70,5,21,483,44,89,11,29,,260,109,384,84,8,45,253,12,,11,74,22,18,53,254,,5,82,215,29,23,,59,4,4,73,20,5,161,3,167,
E07000201,41,1,1,,,,,1,2,8,1,,1,3,2,4,3,5,,2,,2,1,,17,7,2,4,2,,3,16,21,,3,1,,4,2,,45,10,106,,35,32,65,,26,1,2,8,1,,11,60,,10,8,2,7,60,15,13,2,3,,51,19,48,19,2,9,63,4,,10,10,4,4,23,51,,,22,37,5,10,,9,2,2,35,10,2,41,,13,
E07000072,46,3,3,,,1,2,,,13,3,,7,10,3,3,3,22,2,,,7,3,,20,7,5,8,2,1,13,34,35,,6,2,5,15,3,,201,19,448,,58,147,232,,80,3,8,23,7,,16,120,,30,49,4,26,306,25,78,4,34,,336,89,274,50,16,30,191,3,,20,51,16,23,60,291,,7,79,149,20,18,,51,1,4,63,17,9,207,1,84,
E07000149,86,4,3,,,6,,2,11,12,6,,2,5,,11,1,6,,1,2,4,7,2,26,8,8,13,11,10,8,26,27,,7,,1,5,1,,109,23,178,,70,79,153,,49,6,3,10,8,,27,88,,23,24,2,7,192,21,34,7,17,,138,44,199,76,23,20,178,8,,11,19,9,13,37,144,,6,67,164,9,15,,25,6,3,42,19,4,85,,35,
E07000112,14,4,2,,,,,,2,6,2,,3,1,2,2,,14,,2,3,4,2,3,10,9,1,4,1,,4,11,21,,9,1,,4,,,82,40,187,,58,51,122,,52,1,6,11,4,,29,99,,22,27,4,11,118,9,17,3,9,,138,42,106,45,4,16,111,5,,4,18,9,14,30,109,,4,61,59,19,28,,34,4,2,39,13,5,61,1,105,
E08000002,9,2,2,,,2,,1,3,17,4,,14,14,2,2,2,23,,16,3,12,2,1,53,5,7,16,3,5,11,48,56,1,9,5,,8,6,,106,33,287,,117,171,358,,103,2,3,30,19,,19,152,,28,36,7,22,259,34,79,12,33,,255,117,191,92,7,34,193,6,,23,44,10,24,35,263,,6,98,221,12,45,,36,3,2,76,28,12,234,4,51,
E07000074,39,2,2,,,2,,1,,4,4,,5,5,1,2,,6,,,,9,1,,16,12,4,8,4,8,4,25,27,,5,,2,4,2,,65,16,141,,36,46,104,,28,5,3,15,1,,10,50,,6,11,,4,90,18,25,9,15,,79,25,97,43,3,10,112,5,,6,10,5,14,30,75,,3,39,28,4,10,,15,4,,26,6,2,80,,24,
W06000012,13,4,1,,4,,,1,1,9,1,,2,2,,5,2,6,,4,,6,5,4,27,4,4,11,5,1,4,18,36,,9,1,,11,3,,79,44,176,,51,53,129,,43,1,5,4,5,,19,108,,7,20,2,9,95,11,20,3,8,,77,37,58,48,6,5,66,3,,15,8,6,10,28,100,,1,34,46,20,22,,14,3,2,71,6,3,91,,7,
E07000128,35,4,2,,,6,1,,16,5,3,,2,4,,4,2,7,,5,,2,5,,15,2,1,7,4,3,2,19,31,,6,1,,5,,,61,13,215,,76,61,157,,52,2,1,48,5,,23,60,,10,5,,9,114,9,31,2,9,,95,34,91,37,6,22,79,5,,9,11,11,8,20,125,,2,45,51,9,17,,18,,,36,6,5,56,,37,
E06000019,128,21,1,,,2,1,3,6,35,23,,8,10,1,16,5,10,,3,,23,4,3,49,19,6,34,6,6,11,57,58,,17,6,9,14,5,,157,33,228,,100,146,241,,60,3,5,11,2,,70,121,,42,40,7,16,242,28,41,7,17,,236,76,263,59,16,24,232,14,,15,17,17,64,48,187,,6,129,107,11,41,,42,5,3,98,23,5,115,2,132,
S12000038,7,6,2,,,4,1,,10,13,4,,5,3,6,4,5,11,,4,1,7,1,2,29,6,4,9,3,6,4,34,64,,12,3,,14,4,,70,43,268,,67,91,173,,41,7,12,20,8,,17,138,,20,28,3,15,154,20,40,7,22,,112,47,136,124,9,19,141,3,,19,18,10,17,46,160,,4,52,76,11,19,,32,1,2,45,12,11,146,1,4,
E09000005,9,2,1,,,1,2,4,6,65,4,1,15,55,8,4,5,25,,5,7,8,9,4,18,16,14,3,2,4,23,56,71,,13,3,1,26,5,,546,107,764,,240,518,920,,260,8,16,50,64,,73,443,,87,292,34,58,1019,110,157,5,70,,767,325,538,119,24,92,579,4,,54,105,114,68,106,698,,11,305,623,57,145,,192,7,6,84,84,26,772,7,334,
E07000194,31,12,,,,,,2,,12,4,,6,7,3,2,3,12,,4,,15,1,5,30,3,5,18,5,2,11,40,43,,10,4,3,11,2,,103,27,245,,86,108,160,,108,1,3,25,10,,15,114,,16,19,3,13,184,21,49,4,26,,197,73,246,57,2,33,187,3,,18,30,9,16,51,168,,2,65,73,13,19,,18,3,1,57,18,7,140,1,54,
E07000082,36,8,2,,,1,,1,7,19,9,,6,4,2,15,3,12,,3,1,15,6,5,44,11,15,22,5,3,7,41,33,,11,2,,7,2,,118,16,233,,62,111,170,,64,3,5,12,4,,32,121,,35,50,2,22,318,28,32,12,19,,158,71,259,97,12,26,224,11,,14,24,13,7,54,204,,4,91,80,22,23,,59,9,,61,14,2,80,,75,
E07000027,3,4,5,,,1,1,1,3,5,,,,1,1,2,,10,,2,1,1,3,4,10,5,1,3,,,1,9,31,,6,1,,4,,,62,43,146,,31,16,89,,14,5,,6,2,,13,61,,3,5,,4,43,3,6,1,4,,34,11,62,135,,4,110,1,,6,6,1,2,12,214,,2,15,44,10,4,,11,4,4,27,5,3,82,1,8,
W06000011,21,7,4,,,5,,2,1,12,6,,1,9,1,12,2,13,,6,6,6,6,3,41,14,10,13,5,4,7,46,78,,19,1,3,14,4,,158,31,288,,118,100,314,,71,1,4,15,6,,68,239,,30,43,5,22,228,50,70,19,46,,272,83,163,96,31,24,172,2,,19,29,23,18,62,213,,4,96,177,18,43,,57,4,2,112,22,13,195,1,58,
E06000044,5,4,4,,,,,1,2,11,5,1,3,7,,10,1,18,,,,15,3,2,28,7,9,3,4,7,10,38,55,,6,,,11,2,,122,39,340,,90,71,224,,73,7,4,18,19,,47,208,,19,37,1,48,250,26,42,6,10,,155,42,159,71,9,17,144,3,,16,42,11,20,45,222,,10,76,190,20,35,,50,8,3,67,21,16,168,2,135,
E08000031,7,1,1,,,,,,,27,2,,13,20,1,13,7,18,,7,,18,5,15,102,8,16,34,12,5,15,67,59,,11,5,2,28,8,,165,59,320,,197,210,419,,306,2,10,67,46,,25,187,,30,41,5,20,290,30,71,12,24,,223,77,185,90,6,21,189,5,,29,60,11,29,47,259,,9,139,464,67,94,,48,2,3,51,36,13,240,2,23,
E07000010,64,1,2,,,,,,1,6,1,,6,5,1,6,3,13,,1,,6,2,2,25,3,2,9,3,4,4,13,12,,4,,2,10,4,,95,15,131,,62,60,94,,94,1,,7,6,,10,51,,12,10,,10,83,7,18,3,8,,57,20,74,34,4,4,57,3,,8,12,2,6,28,73,,5,35,51,,11,,8,1,,25,6,6,65,1,10,
E07000032,23,5,2,,1,1,,3,3,8,9,,6,12,,12,4,17,,17,,14,7,7,28,6,7,13,8,2,15,27,48,,7,3,3,6,2,,93,29,251,,70,68,173,,78,2,6,16,8,,11,98,,13,17,1,9,136,13,24,5,13,,105,53,151,67,7,10,112,8,,17,18,3,16,39,110,,3,53,75,10,18,,24,4,1,46,11,5,86,1,20,
E07000178,7,4,1,,,,,,3,9,1,,4,9,,4,,11,,2,2,,1,,1,6,,4,4,2,2,13,6,,8,1,,5,,,92,6,90,,21,54,167,,50,,4,10,7,,43,143,,79,49,2,13,302,47,30,2,19,,160,42,239,58,67,25,196,3,,10,17,21,11,17,175,,2,210,305,22,46,,60,7,1,52,42,4,122,5,98,
E06000038,6,2,,,,1,1,,8,6,4,,4,8,1,2,,12,,3,4,3,3,,12,15,8,10,1,4,4,29,27,,3,1,1,6,3,,120,17,169,,90,100,265,,151,6,4,21,21,,34,167,,32,61,9,69,867,61,52,5,25,,190,98,351,86,18,36,227,7,,18,88,21,17,50,280,,8,113,278,34,70,,56,,3,50,31,15,174,6,96,
S12000006,133,46,15,,,1,,4,5,24,7,,3,2,1,8,,6,,,2,2,2,1,26,4,4,6,1,1,3,17,22,,20,,2,,,,68,22,131,,45,41,98,,53,4,,4,3,,51,62,,11,13,2,5,44,8,16,,4,,68,19,48,42,4,2,91,11,,8,5,9,10,16,69,,,27,58,7,22,,28,11,3,33,18,8,49,1,,
E07000236,5,2,1,,,,,1,,3,2,,1,5,,4,10,8,,6,1,14,2,3,71,3,6,18,11,7,9,50,30,,6,4,,5,,,53,15,153,,62,56,93,,78,,2,15,3,,7,51,,5,18,1,13,144,7,30,2,10,,61,36,91,41,4,8,100,4,,7,14,5,7,27,160,,2,50,73,3,20,,10,1,,23,7,5,64,1,15,
E07000039,34,1,1,,,1,,2,2,15,3,,3,3,,7,1,7,,6,2,5,2,5,22,4,4,14,7,7,7,22,42,,5,,1,8,3,,87,22,169,,61,62,129,,119,,4,15,9,,9,72,,6,12,1,10,129,13,25,1,6,,78,32,143,68,,11,107,7,,12,20,3,4,23,113,,3,65,63,6,18,,16,3,2,37,9,5,75,,23,
E07000131,40,8,1,,,,1,,2,9,4,,11,11,2,9,3,16,,1,1,8,1,4,19,8,3,16,5,1,13,26,30,,6,1,2,5,,,72,13,148,,64,105,156,,86,3,1,18,3,,9,74,,27,19,4,16,175,16,53,3,25,,127,61,230,47,7,25,143,4,,8,29,10,8,21,166,,3,84,98,3,26,,22,1,2,50,11,4,123,,27,
E07000170,5,,,,1,,,2,2,8,2,,7,11,,6,1,6,,6,,10,,6,41,4,10,13,6,3,13,25,36,1,4,1,,8,1,,51,18,167,,69,58,127,,74,1,3,8,6,,8,64,,5,7,2,9,90,8,16,1,2,,57,14,68,29,2,7,50,5,,5,15,4,10,18,70,,1,35,73,7,17,,16,2,,31,6,6,57,,5,
E07000189,64,3,3,,,,1,3,2,25,12,1,6,6,2,11,5,14,,5,2,6,8,1,36,10,5,16,6,17,13,52,47,,3,2,2,6,,,114,17,230,,86,94,201,,50,3,5,14,3,,38,102,,26,25,2,16,226,27,36,6,12,,153,46,179,103,11,14,184,6,,10,23,7,9,36,170,,9,76,108,18,11,,39,8,1,55,19,4,80,1,96,
E07000210,24,6,2,,,4,2,1,4,10,2,,1,4,2,2,1,8,,6,1,6,3,1,8,4,6,7,2,3,9,26,17,,4,1,1,3,3,,110,15,158,,49,74,148,,26,4,6,10,3,,15,71,,31,61,4,19,326,32,50,11,29,,214,71,343,66,15,42,248,11,,12,39,26,16,48,191,,3,56,101,7,29,,31,2,1,76,27,5,104,,141,
E07000084,30,8,,,,1,,,5,12,5,,9,9,1,11,1,18,,5,5,8,3,5,23,35,17,20,3,,8,57,55,,15,4,3,3,3,,148,22,289,,99,125,215,,127,3,8,13,10,,21,98,,32,38,5,65,747,56,59,9,38,,180,112,442,116,20,38,289,6,,19,57,16,24,60,277,,5,84,171,11,37,,50,3,2,68,25,10,157,3,73,
E07000134,15,7,,,,,,5,4,14,5,,7,7,3,4,2,7,,3,1,8,5,3,22,7,9,25,6,5,5,36,45,,8,1,1,5,1,,101,11,173,,68,76,114,,104,1,13,37,17,,17,67,,13,11,2,15,147,15,47,8,7,,91,47,181,63,8,13,125,4,,12,20,7,7,29,148,,1,79,57,5,16,,18,6,1,42,6,5,113,1,19,
E07000079,65,11,4,,,3,1,1,6,20,10,,3,4,4,8,2,4,,2,,4,3,3,18,10,8,10,10,2,18,41,26,,8,5,3,1,1,2,112,10,141,,60,82,190,,20,2,,7,2,,44,90,,34,31,4,8,236,25,47,4,31,,159,60,294,77,16,26,173,10,,9,19,22,14,47,156,,3,62,63,5,18,,24,7,,63,17,2,77,1,90,
E06000010,4,2,3,,,2,,1,8,33,4,,6,7,1,14,7,24,1,11,,33,8,9,55,5,7,23,12,3,21,56,70,,16,2,1,14,3,,99,20,418,,135,132,307,,143,15,2,41,10,,30,213,,18,23,4,9,119,21,31,3,10,,164,40,131,88,7,27,151,2,,29,33,3,18,40,187,,8,124,182,29,66,,42,5,3,64,29,13,135,2,28,
E07000094,63,10,4,,,4,,,5,10,14,,9,6,1,5,1,10,,2,,8,9,2,28,20,10,16,2,6,4,27,32,,5,2,3,9,4,,157,24,194,,84,73,193,,41,3,4,8,5,,38,96,,48,69,7,25,380,46,61,4,22,,221,79,420,113,13,42,295,6,,16,55,24,9,67,190,,2,73,128,12,24,,51,5,3,64,27,1,120,2,126,
E07000126,18,5,1,,,,,,3,8,4,,5,4,,8,2,9,,6,1,4,,1,23,6,2,11,3,8,12,26,33,,3,2,,7,1,,67,21,197,,88,77,151,,42,1,3,15,20,,10,62,,8,14,3,9,130,16,30,13,12,,83,38,139,55,3,9,116,3,,10,14,1,15,25,122,,5,55,85,5,26,,15,1,2,42,7,3,98,,23,
E07000176,34,1,2,,,4,1,,2,7,6,,9,3,1,4,,12,,4,2,4,3,,11,5,4,11,4,4,8,24,18,,10,,1,7,2,,105,15,166,,40,60,145,,35,4,2,19,4,,23,62,,13,22,3,14,268,19,59,4,18,,192,74,261,65,16,19,158,8,,15,25,9,8,32,154,,3,75,139,11,17,,30,2,,47,11,1,98,1,44,
E06000013,86,5,4,,1,1,,3,4,20,2,,1,3,1,14,2,5,,5,1,8,9,3,35,2,6,13,6,5,6,27,76,,10,1,,7,3,,113,68,263,,113,75,196,,243,5,3,24,8,,23,121,,6,17,6,11,99,11,38,4,9,,118,34,136,114,4,11,137,5,,26,22,4,18,33,140,,7,68,116,14,40,,19,3,3,43,3,10,123,,11,
W06000013,11,4,1,,,3,1,1,2,14,5,,7,7,1,7,2,7,,3,,11,5,6,26,1,5,20,3,5,15,31,56,,13,2,1,14,2,,73,34,188,,76,59,155,,88,2,7,12,4,,21,104,,12,14,3,13,132,15,37,8,22,,122,47,124,44,6,5,126,6,,20,12,9,12,27,95,,2,56,82,13,34,,17,2,5,44,18,8,77,3,18,
E07000045,40,13,6,,,,,2,2,13,7,,4,6,4,7,1,10,,2,,9,7,2,25,3,5,4,5,2,9,45,28,,6,4,3,5,2,,125,27,214,,61,82,151,,43,1,1,12,10,,37,90,,25,22,4,10,142,17,39,7,15,,164,49,129,45,7,12,154,6,,12,14,3,12,39,116,,3,79,73,24,25,,29,5,2,57,20,3,77,3,126,
E07000124,31,6,1,,,1,,1,1,15,,,4,4,,5,4,7,,3,,3,2,,16,,,10,,7,6,23,22,,4,3,,6,1,,54,10,132,,58,76,145,,46,,,6,5,,24,68,,9,11,1,7,73,4,30,10,9,,97,37,144,45,5,7,89,7,,16,11,9,6,31,111,,,42,76,3,15,,22,1,1,43,9,2,58,2,25,
E06000002,2,,1,,,8,,,6,9,1,,4,3,,1,2,8,2,5,1,6,3,3,30,3,3,7,1,2,5,13,46,,8,2,1,3,2,,41,30,215,,49,59,115,,44,1,,7,1,,7,110,,9,11,2,18,101,14,22,2,8,,83,29,107,204,2,9,126,,,6,35,9,18,20,129,,6,70,70,12,25,,14,,1,29,8,6,128,1,10,
E07000035,53,5,1,,,1,,7,5,18,4,,2,9,2,6,,5,,2,2,7,5,1,20,7,2,18,4,6,6,31,29,,9,4,3,12,2,,85,30,144,,62,60,155,,61,,1,14,2,,67,100,,26,8,5,10,137,20,28,8,14,,131,34,181,50,6,11,136,6,,13,9,6,3,27,85,,2,50,55,5,11,,24,9,,42,15,1,63,,22,
E09000031,7,2,,,,2,1,1,3,54,9,,21,60,8,4,1,32,,1,2,4,1,2,13,5,9,3,1,4,20,48,45,,16,5,,18,2,,564,63,728,,106,298,656,,207,7,16,38,44,,37,362,,77,211,15,43,573,66,83,7,34,,366,193,372,83,11,96,313,4,,28,72,48,67,155,524,,12,266,441,41,124,,207,5,2,71,45,32,567,7,115,
E06000012,16,2,13,,,2,,,5,37,1,,6,3,,8,3,5,,8,,7,2,1,27,2,5,5,2,3,5,29,63,,8,1,,8,3,,95,26,410,,120,97,255,,188,6,2,35,4,,25,129,,16,12,4,7,80,14,14,,9,,137,35,80,110,3,9,94,4,,13,19,5,10,20,135,,6,76,103,6,30,,21,2,2,55,18,4,153,3,25,
E07000033,8,2,2,,,,,1,1,10,3,,2,1,1,2,1,1,2,2,,10,3,2,21,2,3,11,1,1,4,22,18,,3,1,,5,1,,43,20,106,,39,40,80,,66,1,1,8,5,,3,37,,1,3,2,7,56,6,17,4,6,,42,15,53,24,1,6,60,5,,12,4,5,4,17,60,,,27,44,3,6,,9,1,1,17,9,2,44,,4,
E07000041,12,2,1,,,,,,3,10,4,,2,6,,1,1,10,,1,1,6,2,,12,3,5,5,1,6,4,18,19,,3,3,,8,,,72,14,136,,60,66,136,,22,4,4,11,8,,33,96,,27,25,2,11,153,25,46,5,20,,141,41,103,41,6,17,131,5,,14,26,13,8,31,73,,2,72,121,15,29,,31,2,,42,22,8,75,,97,
E07000175,71,5,,,,3,,2,3,10,8,1,5,4,,6,2,7,1,3,1,10,1,2,23,7,3,8,3,2,15,23,50,,9,1,3,23,5,,103,21,172,,69,70,157,,107,3,2,15,4,,14,86,,14,20,1,10,124,22,39,4,14,,149,36,176,65,5,13,134,9,,15,17,8,11,23,113,,4,44,83,5,21,,20,5,3,44,11,11,76,,25,
W06000009,91,9,15,,1,2,,3,4,9,6,,8,5,,7,,9,,1,1,1,4,2,17,6,2,2,7,5,3,19,52,,17,,1,7,5,,162,25,147,,59,46,190,,25,4,4,4,3,,83,124,,11,17,9,9,91,11,18,4,12,,108,37,82,69,3,4,127,12,,19,11,11,4,19,109,,3,38,80,25,18,,27,10,4,58,14,2,65,,42,
E09000002,4,1,1,,,5,,2,1,29,1,,6,28,3,9,6,9,,,,4,7,1,18,2,4,3,1,,8,23,49,,13,3,1,29,4,,453,113,615,,136,251,438,,314,7,11,56,56,,23,244,,26,53,6,28,519,71,49,1,26,,210,168,263,52,6,29,162,,,26,94,24,76,92,392,,10,186,988,67,178,,44,1,4,46,84,21,477,3,18,
E06000005,14,4,,,,4,,,2,6,3,1,2,2,,2,1,6,1,4,3,3,1,1,23,1,1,7,4,1,7,14,24,,2,,,8,2,,61,30,168,,62,40,158,,64,,2,13,2,,12,98,,15,13,1,14,106,4,22,7,15,,92,33,124,74,5,14,118,3,,13,16,4,7,18,96,,1,69,78,12,25,,15,2,1,42,10,7,73,,38,
W06000001,26,2,11,,,,2,3,,8,6,,3,2,,3,,4,1,1,1,2,,1,10,4,1,4,2,2,1,6,18,,7,3,1,5,1,,55,13,56,,24,36,53,,16,6,,4,1,,34,52,,6,12,1,4,25,9,7,3,2,,53,17,35,22,9,4,54,3,,6,1,6,6,15,27,,2,27,23,7,12,,16,7,,24,7,3,19,,16,
E07000117,7,,1,,,1,1,,1,7,5,,9,4,1,3,4,7,,5,,11,3,3,22,7,5,10,3,6,13,23,35,,9,,1,8,3,,45,14,170,,54,73,161,,42,,2,16,7,,7,80,,6,9,1,8,92,9,22,1,11,,66,20,61,54,5,18,72,2,,12,18,2,9,23,102,,4,53,81,10,20,,8,2,,24,6,5,79,,8,
E08000013,14,5,,,,1,,,,6,4,,9,3,1,4,5,14,1,8,1,11,8,2,30,7,7,15,2,2,10,28,46,,3,1,3,17,4,,96,37,299,,77,64,163,,190,3,1,25,27,,7,118,,10,16,1,17,153,16,40,2,15,,131,44,147,102,7,17,109,5,,26,13,2,17,27,187,,9,67,119,19,31,,32,4,1,33,10,6,127,,21,
W06000008,52,13,3,,,1,,2,,6,7,,3,2,,4,2,7,,1,2,4,2,,5,4,1,3,4,3,4,13,13,,5,1,3,7,2,,86,10,83,,50,37,98,,26,2,1,5,1,,47,66,,29,23,1,3,54,4,16,4,5,,60,26,35,17,9,6,39,8,,5,2,4,7,12,48,,1,21,29,8,10,,22,10,3,45,22,2,35,,22,
E07000220,23,1,1,,,1,,,3,6,4,,4,3,1,4,1,8,,3,2,3,1,1,24,7,7,19,12,2,12,23,34,,5,1,2,11,1,,50,26,126,,81,63,156,,395,4,2,43,8,,16,66,,19,14,1,16,204,17,17,5,10,,116,47,208,91,11,17,160,2,,15,29,4,8,22,153,,3,71,107,5,19,,13,1,1,58,19,2,105,,42,
E08000010,16,2,2,,1,1,,1,1,25,5,,8,12,,15,9,23,,21,4,18,3,6,63,9,16,22,6,2,17,53,96,,16,4,4,24,6,,190,84,667,,189,159,348,,322,5,7,54,33,,21,211,,21,36,1,33,290,25,49,7,27,,204,78,237,177,7,25,276,11,,31,39,14,35,49,297,,10,151,213,18,64,,56,4,5,102,26,13,251,,28,
E07000042,40,5,4,,,1,,,3,16,3,,3,3,,14,4,7,,3,,4,4,2,20,4,1,7,8,6,4,16,22,,3,2,1,2,3,,69,9,118,,35,39,106,,27,1,4,9,5,,24,50,,15,13,,4,74,9,14,2,10,,77,20,73,22,2,13,78,11,,7,9,7,9,10,59,,1,42,47,6,8,,23,1,,17,12,2,50,,36,
E07000075,13,7,1,,,,,,1,4,1,,1,5,1,4,3,10,,2,,2,,,14,5,6,2,2,3,3,19,16,,4,1,1,2,,,56,10,185,,41,38,93,,23,3,6,8,1,,7,44,,10,14,,11,135,12,19,,11,,79,52,102,36,2,7,89,1,,8,17,3,6,24,104,,5,31,43,5,14,,8,,,27,14,3,99,,24,
E06000029,3,2,3,,,1,,,4,9,1,,4,7,,3,4,15,,6,1,7,8,1,58,21,8,22,1,7,10,37,49,,14,4,,10,1,,153,27,275,,89,86,233,,37,5,2,11,6,,20,94,,26,28,3,24,288,73,48,11,26,,221,61,175,62,5,29,153,1,,18,29,16,27,57,193,,4,81,129,12,16,,34,1,1,69,24,12,120,4,174,
E07000139,72,5,1,,,2,,2,1,9,4,,2,3,,7,2,8,,2,,3,1,2,21,3,5,21,4,3,10,11,40,,9,1,1,8,6,,114,33,212,,67,57,145,,79,,8,7,9,,16,50,,11,16,1,9,105,15,28,2,13,,104,29,149,68,3,4,112,2,,13,14,11,10,14,113,,10,75,70,6,21,,11,3,,33,7,7,62,2,20,
E07000062,1,6,2,,,1,,,,5,1,,1,3,1,2,,9,1,,1,2,1,,9,6,1,1,1,3,2,16,6,,2,,1,4,,,56,14,83,,18,35,119,,15,,4,5,2,,28,71,,12,27,2,2,82,9,15,1,1,,106,30,50,23,1,7,58,2,,6,14,6,13,21,79,,1,38,76,13,12,,53,3,1,26,16,1,51,,119,
S12000044,14,5,1,,1,6,,2,19,22,8,,8,7,1,6,2,16,,8,2,5,3,5,56,11,11,14,4,6,8,44,89,,18,4,1,15,4,,144,55,464,,120,110,255,,170,1,2,35,54,,16,196,,16,22,3,31,252,26,49,4,38,,144,57,184,124,10,15,203,7,,26,25,12,21,54,302,,1,47,89,7,20,,34,1,2,76,11,12,263,4,2,
E09000017,5,3,1,,,3,,7,3,33,2,,10,14,1,7,1,23,,4,3,11,2,4,33,19,21,11,7,3,24,54,88,,24,,2,23,6,,476,81,613,,174,354,608,,314,11,36,87,64,,48,294,,44,143,13,61,1119,104,114,9,44,,486,257,528,114,34,50,399,6,,38,101,62,48,82,614,,13,213,616,50,108,,94,2,7,86,42,29,518,5,149,
E08000023,4,1,1,,,7,,,20,8,,,3,11,,8,,8,,3,,6,2,3,58,5,5,7,1,4,6,28,121,,11,1,,6,2,,51,27,302,,40,49,145,,48,2,,8,10,,19,146,,6,18,,11,113,20,23,2,14,,90,27,80,142,4,12,100,3,,9,17,1,11,18,187,,1,58,71,3,23,,19,2,1,29,4,5,186,,9,
E07000203,68,5,1,,,1,,,1,22,8,,2,3,1,5,1,4,,6,,3,4,2,20,5,9,21,3,1,9,20,42,,5,2,5,10,2,,120,15,162,,72,59,119,,55,2,5,20,3,,14,65,,21,22,5,12,141,17,34,5,16,,92,43,137,40,9,17,126,6,,16,12,8,8,36,110,,1,58,62,6,19,,26,5,,45,21,,75,,36,
E09000021,6,2,,,1,5,1,,6,17,6,,9,12,5,3,6,20,,3,2,4,2,,8,11,5,4,1,4,6,33,21,,7,,,6,4,,187,38,278,,67,163,312,,63,3,5,12,14,,41,200,,57,132,10,22,703,62,78,7,42,,315,142,447,139,21,86,347,10,,11,52,42,13,71,343,,4,153,316,23,45,,82,3,4,76,25,5,269,4,266,
E08000014,14,3,2,,,2,1,2,3,25,11,,4,12,1,6,3,17,1,7,2,10,2,4,28,5,9,10,4,3,11,33,67,,9,3,,11,4,,135,43,433,,122,126,326,,143,8,7,95,23,,46,216,,30,38,4,21,245,40,89,10,41,,295,106,277,83,10,30,206,9,,36,31,16,24,41,344,,6,134,196,22,60,,48,1,5,105,19,15,252,4,151,
E07000093,42,7,3,,,1,,2,1,6,2,1,7,7,1,5,2,18,,6,1,5,,4,29,16,7,19,6,6,10,28,42,,7,2,3,7,7,,117,22,209,,73,89,167,,114,2,6,26,8,,16,74,,27,23,7,32,328,31,68,7,30,,171,74,345,86,16,32,191,6,,15,32,21,16,40,181,,7,51,115,6,17,,23,5,,56,11,7,115,1,61,
E07000174,2,1,1,,,,,2,2,5,2,,3,7,1,4,1,11,,1,,9,2,1,13,1,3,6,,3,7,19,16,,4,2,,7,3,,58,23,171,,67,57,116,,80,,1,7,8,,8,67,,4,12,,6,73,10,8,6,6,,76,27,59,18,,6,46,5,,9,14,4,9,7,78,,5,41,84,9,14,,5,1,1,27,7,2,59,,15,
S12000029,39,3,1,,,5,,3,8,30,5,,5,11,1,7,5,19,,9,3,14,5,2,63,7,11,19,7,3,10,52,110,,39,11,2,12,8,,144,64,530,,136,137,362,,153,,5,25,30,,21,215,,19,36,2,23,342,37,71,11,40,,234,81,277,169,8,38,268,8,,40,31,12,23,69,314,,6,70,121,10,24,,43,5,3,78,17,6,238,2,6,
E07000145,16,,,,,40,,2,56,9,2,,,,,5,,6,1,1,1,1,1,,26,4,5,7,3,4,2,15,40,,2,,,3,,,50,15,146,,44,38,111,,27,6,,12,2,,33,90,,4,7,2,7,44,5,18,,6,,60,14,48,59,4,5,84,,,12,15,2,7,17,73,,4,16,64,7,14,,11,4,5,23,6,,58,,18,
